ID,Requirement_Text,ISO_Category,ISO_Sub_Category,Keywords,Confidence,Source
889,Application shall maintain data integrity during power failure,Reliability,Fault_Tolerance,maintain data integrity power failure,Medium,template
890,System shall handle network disconnection gracefully,Reliability,Fault_Tolerance,handle network disconnection gracefully,Medium,template
891,The system shall implement circuit breaker patterns to prevent cascading failures across microservices,Reliability,Fault_Tolerance,implement circuit breaker patterns prevent,Medium,augmented
892,All critical transactions shall be wrapped in database transactions to ensure atomicity in case of failure,Reliability,Fault_Tolerance,transactions critical wrapped database ensure,Medium,augmented
893,The system shall retry failed API calls to external services up to 3 times with exponential backoff,Reliability,Fault_Tolerance,retry failed api calls external,Medium,augmented
894,The system shall implement a dead letter queue for messages that fail processing after maximum retry attempts,Reliability,Fault_Tolerance,implement dead letter queue messages,Medium,augmented
895,The system shall detect and automatically resolve database deadlocks within 5 seconds,Reliability,Fault_Tolerance,detect automatically resolve database deadlocks,Medium,augmented
896,The system shall maintain data consistency across all replicas within 2 seconds under normal network conditions,Reliability,Fault_Tolerance,maintain data consistency across replicas,Medium,augmented
897,The system shall gracefully degrade non-critical features when system load exceeds 90 percent capacity,Reliability,Fault_Tolerance,gracefully degrade non critical features,Medium,augmented
898,File uploads shall be validated with checksum verification to ensure data integrity during transmission,Reliability,Fault_Tolerance,file uploads validated checksum verification,Medium,augmented
899,The system shall implement input validation at every integration point to prevent corrupt data from entering the pipeline,Reliability,Fault_Tolerance,implement input validation integration point,Medium,augmented
900,The system shall survive the loss of any single hardware node without interruption of service to users,Reliability,Fault_Tolerance,survive loss single hardware node,Medium,augmented
901,The system shall continue serving read requests from cache when the primary database becomes temporarily unavailable,Reliability,Fault_Tolerance,continue serving read requests cache,Medium,augmented
902,The system shall guarantee exactly-once processing semantics for financial transactions even during failover events,Reliability,Fault_Tolerance,guarantee exactly processing semantics financial,Medium,augmented
903,The system shall detect hardware failures and reroute traffic to healthy servers without manual intervention,Reliability,Fault_Tolerance,detect hardware failures reroute traffic,Medium,augmented
904,The system shall maintain a heartbeat mechanism between all clustered nodes to detect failures promptly,Reliability,Fault_Tolerance,maintain heartbeat mechanism clustered nodes,Medium,augmented
905,The system shall guarantee that no confirmed order is lost even if the application crashes during processing,Reliability,Fault_Tolerance,guarantee confirmed order lost even,Medium,augmented
906,The system shall isolate faulty components so that a failure in one module does not bring down the entire system,Reliability,Fault_Tolerance,isolate faulty components failure one,Medium,augmented
907,All data written to the primary storage shall be synchronously replicated to at least one standby replica for durability,Reliability,Fault_Tolerance,data written primary storage synchronously,Medium,augmented
908,The system shall continue to accept new user registrations even when the email notification service is temporarily down,Reliability,Fault_Tolerance,continue accept registrations even email,Medium,augmented
909,The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation,Reliability,Maturity,available normal business hours long,High,extended_csv
910,The product shall adhere to the corporate online availability schedule. The application is brought down only within 98% of the scheduled outages per the availability schedule,Reliability,Maturity,availability schedule adhere corporate online,Medium,extended_csv
911,The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time,Reliability,Maturity,achieve uptime fail available online,Medium,extended_csv
912,Aside from server failure the software product shall achieve 99.99% up time,Reliability,Maturity,aside server failure achieve,Medium,extended_csv
913,The website shall be available for use 24 hours per day 365 days per year,Reliability,Maturity,website available hours day days,High,extended_csv
914,The website shall achieve 99.5% up time,Reliability,Maturity,website achieve,Medium,extended_csv
915,All movies shall be streamed on demand at any time of the day,Reliability,Maturity,movies streamed demand day,High,extended_csv
916,The system will provide a 24 hour 800 toll free number for support to its customers,Reliability,Maturity,hour toll free number support,High,extended_csv
917,Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators,Reliability,Maturity,support velkat staff available phone,High,extended_csv
918,Defect reports will be available to technical units on a 24x7 basis,Reliability,Maturity,defect reports available technical units,Medium,extended_csv
919,The product shall be available 24 hours per day seven days per week,Reliability,Maturity,available hours day seven days,High,extended_csv
920,The system shall have high availability every day of the year.The system must be available for use between 12,Reliability,Maturity,high availability day year available,Medium,extended_csv
921,The system must be available for use between 7,Reliability,Maturity,available,High,extended_csv
922,The product shall be available 99% of the time. Rationale,Reliability,Maturity,available rationale,High,extended_csv
923,The WCS system shall be available at all times as long as IBM s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM s internal intranet W3 is available,Reliability,Maturity,available wcs ibm internal intranet,High,extended_csv
924,The application shall have a downtime of at most 10 minutes per year,Reliability,Maturity,downtime minutes year,Medium,extended_csv
925,The system shall achieve 95% up time,Reliability,Maturity,achieve,High,extended_csv
926,The product shall be available for use 24 hours per day 365 days per year,Reliability,Maturity,available hours day days year,High,extended_csv
927,Out of 1000 accesses to the system the system is available 999 times,Reliability,Maturity,accesses available times,High,extended_csv
928,The system shall be available for use between the hours of 8am and 6pm,Reliability,Maturity,available hours,High,extended_csv
929,The RFS system should be available 24/7 especially during the budgeting period. The RFS system shall be available 90% of the time all year and 98% during the budgeting period. 2% of the time the system will become available within 1 hour of the time that the situation is reported,Reliability,Maturity,available rfs budgeting period especially,Medium,extended_csv
930,System Availability GIST: The availability of the system when it is used. SCALE: The average system availability (not considering network failing). METER: Measurements obtained from 1000 hours of usage during testing. MUST: More than 98% of the time. PLAN: More than 99% of the time. WISH: 100% of the time,Reliability,Maturity,availability gist scale average considering,Medium,extended_csv
931,System shall have 99.9% uptime availability,Reliability,Maturity,uptime availability,High,template
932,The system shall achieve a mean time between failures of at least 720 hours under normal operating conditions,Reliability,Maturity,achieve mean failures least hours,Medium,augmented
933,The system shall send automated alerts to the operations team when error rates exceed 1 percent of total requests,Reliability,Maturity,send automated alerts operations team,Medium,augmented
934,The system shall support rolling deployments to ensure zero downtime during software updates,Reliability,Maturity,support rolling deployments ensure zero,Medium,augmented
935,The monitoring system shall track and report the error rate per API endpoint on a per-minute basis,Reliability,Maturity,monitoring track report error rate,Medium,augmented
936,The system shall validate data integrity between the primary and backup databases on a daily basis,Reliability,Maturity,validate data integrity primary backup,Medium,augmented
937,The system shall implement rate limiting to maintain stable operation under unexpected traffic spikes,Reliability,Maturity,implement rate limiting maintain stable,Medium,augmented
938,The system shall perform automated smoke tests after each deployment to verify core functionality is operational,Reliability,Maturity,perform automated smoke tests deployment,Medium,augmented
939,The system uptime shall not fall below 99.5 percent in any given calendar month,Reliability,Maturity,uptime fall percent given calendar,Medium,augmented
940,The system shall remain fully operational during peak usage hours without any unplanned outages,Reliability,Maturity,remain fully operational peak usage,Medium,augmented
941,The system reliability shall be measured by calculating the ratio of successful requests to total requests over 30 days,Reliability,Maturity,requests reliability measured calculating ratio,Medium,augmented
942,The error rate of the production system shall not exceed 0.1 percent of all processed requests,Reliability,Maturity,error rate production exceed percent,Medium,augmented
943,The system shall have no single point of failure in its architecture to ensure continuous availability,Reliability,Maturity,single point failure architecture ensure,Medium,augmented
944,100% of saved user preferences shall be restored when system comes back online,Reliability,Recoverability,saved preferences restored comes back,Medium,extended_csv
945,Application shall recover from crash within 1 minute,Reliability,Recoverability,recover crash minute,Medium,template
946,System shall backup data every 24 hours automatically,Reliability,Recoverability,backup data hours automatically,Medium,template
947,The system shall automatically failover to a secondary database server within 30 seconds of primary server failure,Reliability,Recoverability,server automatically failover secondary database,Medium,augmented
948,The system shall perform automated health checks every 60 seconds and restart unresponsive services automatically,Reliability,Recoverability,perform automated health checks seconds,Medium,augmented
949,User session data shall be persisted to allow seamless recovery after an unexpected server restart,Reliability,Recoverability,session data persisted allow seamless,Medium,augmented
950,The system shall maintain a write-ahead log to ensure no committed transactions are lost during a crash,Reliability,Recoverability,maintain write ahead log ensure,Medium,augmented
951,Database replication shall be configured with at least one synchronous replica to prevent data loss,Reliability,Recoverability,database replication configured least one,Medium,augmented
952,The system shall achieve a mean time to recovery of less than 5 minutes for any single component failure,Reliability,Recoverability,achieve mean recovery less minutes,Medium,augmented
953,The system shall process all queued messages in order even after recovering from an unexpected shutdown,Reliability,Recoverability,process queued messages order even,Medium,augmented
954,The system shall maintain an audit log of all state changes that can be used to reconstruct system state after failure,Reliability,Recoverability,state maintain audit log changes,Medium,augmented
955,The system shall store incremental backups every 4 hours and full backups every 24 hours with 30-day retention,Reliability,Recoverability,backups hours store incremental full,Medium,augmented
956,The system disaster recovery plan shall enable full system restoration within 4 hours of a catastrophic failure,Reliability,Recoverability,disaster recovery plan enable full,Medium,augmented
957,The system shall log all failed transactions with sufficient detail to allow manual replay after recovery,Reliability,Recoverability,log failed transactions sufficient detail,Medium,augmented
958,The application shall automatically recover all in-progress user sessions after an unexpected server crash,Reliability,Recoverability,automatically recover progress sessions unexpected,Medium,augmented
959,The database shall automatically repair corrupted indexes without requiring administrator intervention,Reliability,Recoverability,database automatically repair corrupted indexes,Medium,augmented
960,The application shall gracefully shut down all active connections before restarting for scheduled maintenance,Reliability,Recoverability,gracefully shut active connections restarting,Medium,augmented
961,The system shall fully restore from the most recent backup within 2 hours in the event of total data loss,Reliability,Recoverability,fully restore recent backup hours,Medium,augmented
962,"This application should be easily extendable, maintainable and able to be released as an open-source application",Maintainability,Analyzability,easily extendable maintainable released open,Medium,extended_csv
963,"The application maintainer should also be able to change the (lists of) information sources of the sub-applications: agenda, news, Facebook and Twitter",Maintainability,Analyzability,maintainer change lists information sources,Medium,extended_csv
964,An application instance shall be able to be reusable every semester for a returning student.The user will be able to update their class schedule by having the application check for a registered schedule set for the next semester and if the current school semester is over.Application components will be able to be integrated into the larger RU Mobile application developed and maintained by Radford University,Maintainability,Analyzability,semester schedule instance reusable returning,Medium,extended_csv
965,Code shall follow PEP-8 coding standards,Maintainability,Analyzability,code follow pep coding standards,High,template
966,All functions shall have docstring documentation,Maintainability,Analyzability,functions docstring documentation,Medium,template
967,Code complexity shall be kept minimal,Maintainability,Analyzability,code complexity kept minimal,Medium,template
968,The system shall log all runtime exceptions with stack traces to a centralized logging service,Maintainability,Analyzability,log runtime exceptions stack traces,Medium,augmented
969,All source code modules shall include a header comment describing purpose and author and last modified date,Maintainability,Analyzability,source code modules include header,Medium,augmented
970,The cyclomatic complexity of any single method shall not exceed 10,Maintainability,Analyzability,cyclomatic complexity single method exceed,Medium,augmented
971,The system shall enforce a maximum method length of 50 lines of code,Maintainability,Analyzability,enforce maximum method length lines,Medium,augmented
972,All public APIs shall be documented with input parameters return types and example usage,Maintainability,Analyzability,public apis documented input parameters,Medium,augmented
973,The codebase shall maintain a consistent naming convention across all modules and packages,Maintainability,Analyzability,codebase maintain consistent naming convention,Medium,augmented
974,Static code analysis tools shall report zero critical violations before each release,Maintainability,Analyzability,static code analysis tools report,Medium,augmented
975,The system shall provide structured log output in JSON format for machine-readable analysis,Maintainability,Analyzability,structured log output json format,Medium,augmented
976,Each module shall have a clearly defined interface with documented dependencies,Maintainability,Analyzability,module clearly defined interface documented,Medium,augmented
977,The source code shall achieve a maintainability index score of at least 65 as measured by SonarQube,Maintainability,Analyzability,source code achieve maintainability index,Medium,augmented
978,All error codes returned by the system shall be documented in a developer reference guide,Maintainability,Analyzability,error codes returned documented developer,Medium,augmented
979,The system shall provide health check endpoints that report the status of all dependent services,Maintainability,Analyzability,health check endpoints report status,Medium,augmented
980,Code review shall be mandatory for all changes and at least one reviewer must approve before merging,Maintainability,Analyzability,code review mandatory changes least,Medium,augmented
981,The system shall maintain a changelog documenting all changes bug fixes and new features for each release,Maintainability,Analyzability,maintain changelog documenting changes bug,Medium,augmented
982,Shared utility functions shall be extracted into a common library to prevent code duplication across modules,Maintainability,Analyzability,shared utility functions extracted common,Medium,augmented
983,The system shall enforce a maximum file size of 500 lines per source file to improve readability,Maintainability,Analyzability,file enforce maximum size lines,Medium,augmented
984,The product must be designed using Design Patterns and coding best practices. 90% of maintenance software developers are able to integrate new functionality into the product with 2 working days,Maintainability,Changeability,designed design patterns coding best,High,extended_csv
985,The product must be highly configurable for use with various database management systems for the end users. 80% of end users are able to integrate new database management systems with the product without changing the product s software code,Maintainability,Changeability,database management systems end highly,Medium,extended_csv
986,Maintenance releases will be offered to customers once a year. The releases shall take no longer than 5 minutes for 80% of the customer base to install,Maintainability,Changeability,releases maintenance offered customers year,Medium,extended_csv
987,The customer shall be able to easily integrate new building maps with the product throughout the product s lifecycle. Integration of new maps with the product shall be possible with little to no support from product support staff,Maintainability,Changeability,maps support customer easily integrate,High,extended_csv
988,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years,Maintainability,Changeability,expected operate maximum maintenance budget,Medium,extended_csv
989,Promotional updates to the website should take a day to update,Maintainability,Changeability,promotional updates website take day,Medium,extended_csv
990,Washing parameters will be updated during scheduled maintenance hours,Maintainability,Changeability,washing parameters updated scheduled maintenance,Medium,extended_csv
991,The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator,Maintainability,Changeability,internet browser independent run explorer,High,extended_csv
992,The product shall continue to operate during upgrade change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions,Maintainability,Changeability,continue operate resource upgrade change,Medium,extended_csv
993,The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months,Maintainability,Changeability,six months updated regular basis,Medium,extended_csv
994,The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture,Maintainability,Changeability,operate platform accommodate technology change,Medium,extended_csv
995,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week,Maintainability,Changeability,wcs queries databases available data,Medium,extended_csv
996,All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,Maintainability,Changeability,wcs changes updates additions updated,Medium,extended_csv
997,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season,Maintainability,Changeability,updates occur cst wednesday morning,Medium,extended_csv
998,New System version releases shall be released at the beginning of each NFL season,Maintainability,Changeability,version releases released beginning nfl,Medium,extended_csv
999,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end will be loaded into the RFS system prior to the budget start process,Maintainability,Changeability,rfs branches complexes districts regions,High,extended_csv
1000,The development team will follow best practices for clean code and software modularity in order to make the application as maintainable as possible,Maintainability,Changeability,development team follow best practices,Medium,extended_csv
1001,"The application will be highly extensible in terms of adding course and calendar details or views. However, the application in general has low extensibility",Maintainability,Changeability,highly extensible terms adding course,Medium,extended_csv
1002,System shall use modular architecture design,Maintainability,Changeability,modular architecture design,Medium,template
1003,System shall allow easy addition of new features,Maintainability,Changeability,allow easy addition features,Medium,template
1004,The system architecture shall follow the separation of concerns principle with distinct layers for presentation business logic and data access,Maintainability,Changeability,architecture follow separation concerns principle,Medium,augmented
1005,Database schema changes shall be managed through version-controlled migration scripts,Maintainability,Changeability,database schema changes managed version,Medium,augmented
1006,The system shall use dependency injection to decouple component dependencies,Maintainability,Changeability,dependency injection decouple component dependencies,Medium,augmented
1007,Configuration values such as API keys and database URLs shall be externalized from source code into environment variables,Maintainability,Changeability,configuration values api keys database,Medium,augmented
1008,The system shall support feature flags to enable or disable functionality without redeployment,Maintainability,Changeability,support feature flags enable disable,Medium,augmented
1009,All third-party library dependencies shall be managed through a package manager with pinned versions,Maintainability,Changeability,third party library dependencies managed,Medium,augmented
1010,The system shall allow replacement of the database layer without modifying business logic code,Maintainability,Changeability,allow replacement database layer modifying,Medium,augmented
1011,UI components shall be decoupled from backend services through a well-defined API contract,Maintainability,Changeability,components decoupled backend services well,Medium,augmented
1012,The system shall use an event-driven architecture to allow new event handlers to be added without modifying existing code,Maintainability,Changeability,event driven architecture allow handlers,Medium,augmented
1013,All system configuration parameters shall be changeable without requiring a full application restart,Maintainability,Changeability,configuration parameters changeable requiring full,Medium,augmented
1014,New payment gateway integrations shall be addable by implementing a standard interface without altering core payment logic,Maintainability,Changeability,payment gateway integrations addable implementing,Medium,augmented
1015,The notification system shall support adding new delivery channels such as SMS or push notifications through plugin modules,Maintainability,Changeability,notification support adding delivery channels,Medium,augmented
1016,Localization resources shall be stored in external files allowing new languages to be added without code changes,Maintainability,Changeability,localization resources stored external files,Medium,augmented
1017,The system shall use semantic versioning to clearly communicate the nature of changes in each release,Maintainability,Changeability,semantic versioning clearly communicate nature,Medium,augmented
1018,Technical debt items shall be tracked in the issue tracker and addressed within two sprint cycles,Maintainability,Changeability,technical debt items tracked issue,Medium,augmented
1019,The system shall separate business rules into a configurable rules engine allowing non-developers to modify business logic,Maintainability,Changeability,business rules separate configurable engine,Medium,augmented
1020,All database queries shall be implemented using parameterized statements through an ORM layer,Maintainability,Changeability,database queries implemented parameterized statements,Medium,augmented
1021,The system shall provide automated deployment scripts that can deploy to any environment with a single command,Maintainability,Changeability,automated deployment scripts deploy environment,Medium,augmented
1022,The architecture shall support horizontal scaling by ensuring that application components are stateless,Maintainability,Changeability,architecture support horizontal scaling ensuring,Medium,augmented
1023,Changes shall not break existing functionality,Maintainability,Stability,changes break existing functionality,Medium,template
1024,Bug fixes applied to the system shall not introduce regression failures in previously working functionality,Maintainability,Stability,bug fixes applied introduce regression,Medium,augmented
1025,The system shall maintain backward compatibility with its REST API for at least two major version releases,Maintainability,Stability,maintain backward compatibility rest api,Medium,augmented
1026,Software updates shall preserve all existing user data and configuration settings,Maintainability,Stability,updates preserve existing data configuration,Medium,augmented
1027,The system shall maintain stable interfaces for all external integrations during minor version updates,Maintainability,Stability,maintain stable interfaces external integrations,High,augmented
1028,Database schema migrations shall be backward compatible and shall not result in data loss,Maintainability,Stability,database schema migrations backward compatible,Medium,augmented
1029,Changes to revenue and expense formulae must be applied to the RFS system every year prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt after which 2 weeks will be allotted to testing of the budget calculations to be conducted jointly by the project development team and PCG Finance,Maintainability,Testability,revenue expense formulae changes applied,Medium,extended_csv
1030,Code shall have minimum 80% test coverage,Maintainability,Testability,code minimum test coverage,Medium,template
1031,All modules shall have unit tests covering at least 80 percent of branch conditions,Maintainability,Testability,modules unit tests covering least,Medium,augmented
1032,The system shall provide a dedicated test environment that mirrors the production configuration,Maintainability,Testability,dedicated test environment mirrors production,Medium,augmented
1033,All REST API endpoints shall be testable independently using automated integration tests,Maintainability,Testability,rest api endpoints testable independently,Medium,augmented
1034,The system shall support mock objects and test doubles for all external service dependencies,Maintainability,Testability,support mock objects test doubles,Medium,augmented
1035,Automated regression tests shall be executed before each deployment and all tests must pass,Maintainability,Testability,tests automated regression executed deployment,Medium,augmented
1036,The system shall generate code coverage reports after each test run with results accessible via a dashboard,Maintainability,Testability,generate code coverage reports test,Medium,augmented
1037,Each microservice shall be independently deployable and testable without requiring other services to be running,Maintainability,Testability,microservice independently deployable testable requiring,Medium,augmented
1038,The system shall include performance benchmark tests that can be run to detect performance regressions,Maintainability,Testability,performance include benchmark tests run,Medium,augmented
1039,End-to-end test scenarios shall cover all critical user workflows including login checkout and account management,Maintainability,Testability,end test scenarios cover critical,Medium,augmented
1040,The continuous integration pipeline shall complete a full build and test cycle within 15 minutes,Maintainability,Testability,continuous integration pipeline complete full,Medium,augmented
1041,The product must support Internet Explorer 5.5 and above,Portability,Adaptability,support internet explorer,High,extended_csv
1042,The product must support Mozilla Firefox 1.0 and above,Portability,Adaptability,support mozilla firefox,Medium,extended_csv
1043,The product shall interface with the Choice Parts System. This provides the feed of recycled parts data,Portability,Adaptability,parts interface choice provides feed,High,extended_csv
1044,The product shall run on the existing hardware for all environments,Portability,Adaptability,run existing hardware environments,Medium,extended_csv
1045,The product shall adhere to the corporate Architecture guidelines,Portability,Adaptability,adhere corporate architecture guidelines,High,extended_csv
1046,The software product is expected to run on Windows or Linux platforms,Portability,Adaptability,expected run windows linux platforms,High,extended_csv
1047,For estimators the product shall be able to be operated in a repair facility during dirty and noisy conditions,Portability,Adaptability,estimators operated repair facility dirty,High,extended_csv
1048,The product shall interface with the ChoiceParts system once per day at approximately 1,Portability,Adaptability,interface choiceparts day approximately,High,extended_csv
1049,The maintenance of the product will fall within the established corporate maintenance windows,Portability,Adaptability,maintenance fall established corporate windows,Medium,extended_csv
1050,The product shall be supported using the corporate support center,Portability,Adaptability,supported corporate support center,High,extended_csv
1051,The product must work with most database management systems (DBMS) on the market whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network,Portability,Adaptability,dbms machine work database management,High,extended_csv
1052,The product will function alongside server software on any operating system where the Java runtime can be installed,Portability,Adaptability,function alongside server operating java,Medium,extended_csv
1053,The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network,Portability,Adaptability,dbms machine require collaboration database,High,extended_csv
1054,The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server,Portability,Adaptability,server web make technology open,High,extended_csv
1055,A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product,Portability,Adaptability,database management oracle mysql hsql,High,extended_csv
1056,The product shall be used in office environments,Portability,Adaptability,office environments,Medium,extended_csv
1057,The product must be able to interface with any HTML browser. The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers),Portability,Adaptability,html browsers interface browser transmit,Medium,extended_csv
1058,The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions,Portability,Adaptability,database management interface various systems,High,extended_csv
1059,The product must be able to interface with various email servers. The product shall be able to send email,Portability,Adaptability,email interface various servers send,High,extended_csv
1060,The product will be available for licensing as a one-server two-five servers or five-or-more servers license,Portability,Adaptability,five servers available licensing one,High,extended_csv
1061,The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access,Portability,Adaptability,expected integrate multiple database management,High,extended_csv
1062,The product shall be able to be installed in any operating environment within 2 days,Portability,Adaptability,installed operating environment days,Medium,extended_csv
1063,The product must be developed with the J2SE/J2EE programming language libraries,Portability,Adaptability,developed programming language libraries,High,extended_csv
1064,The System shall utilize currently owned computer equipment,Portability,Adaptability,utilize currently owned computer equipment,High,extended_csv
1065,The System shall be able to automatically backup business data and restore them on demand,Portability,Adaptability,automatically backup business data restore,High,extended_csv
1066,The System shall not require additional third party licenses resulting in royalty fees,Portability,Adaptability,require additional third party licenses,High,extended_csv
1067,All aspects of the website shall be accessed by a web browser over the Internet,Portability,Adaptability,aspects website accessed web browser,Medium,extended_csv
1068,The same hardware supporting the current website will be used to support the new system,Portability,Adaptability,hardware supporting current website support,Medium,extended_csv
1069,We must be able to interface with the following browsers,Portability,Adaptability,interface browsers,Medium,extended_csv
1070,Website must interface with the CyberSource API to process credit card transactions,Portability,Adaptability,website interface cybersource api process,High,extended_csv
1071,Website must be fully operational with MSN TV2,Portability,Adaptability,website fully operational msn,High,extended_csv
1072,Movies shall be encoded and streamed via Windows Media Player 9.0,Portability,Adaptability,movies encoded streamed via windows,Medium,extended_csv
1073,Movies shall be encoded for 56k and 256k streams,Portability,Adaptability,movies encoded streams,High,extended_csv
1074,The product shall be able to be installed in the specified environment within 1 working day,Portability,Adaptability,installed specified environment working day,Medium,extended_csv
1075,The website should use Flash to provide animation on the home page,Portability,Adaptability,website flash animation home page,High,extended_csv
1076,The lead washing process will operate within the established physical web service structure,Portability,Adaptability,lead washing process operate established,High,extended_csv
1077,The washing process must use a non binding neutral data format such as xml when receiving and processing lead data,Portability,Adaptability,data washing process non binding,High,extended_csv
1078,The product shall be platform independent.The product shall enable access to any type of development environment and platform,Portability,Adaptability,platform independent enable access type,Medium,extended_csv
1079,The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems,Portability,Adaptability,csr interface datastream exchange messages,High,extended_csv
1080,The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system,Portability,Adaptability,wcs windows run environment accessed,High,extended_csv
1081,The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats). Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats,Portability,Adaptability,brio export formats portion wcs,High,extended_csv
1082,The application shall run on a web application server,Portability,Adaptability,run web server,High,extended_csv
1083,The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday Saturday 3,Portability,Adaptability,disputes available exception scheduled maintenance,Medium,extended_csv
1084,The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,Portability,Adaptability,statement database disputes transaction details,High,extended_csv
1085,A primary database will be used to store cached data for active users,Portability,Adaptability,primary database store cached data,High,extended_csv
1086,The product is expected to run on Windows CE and Palm operating systems,Portability,Adaptability,expected run windows palm operating,Medium,extended_csv
1087,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University,Portability,Adaptability,operate business office environment typical,Medium,extended_csv
1088,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members,Portability,Adaptability,specifications defined computers program administrators,High,extended_csv
1089,A secondary database will be used to store historical statistics and data,Portability,Adaptability,secondary database store historical statistics,High,extended_csv
1090,The system shall operate within the Windows XP Professional operating system,Portability,Adaptability,operate windows professional operating,Medium,extended_csv
1091,The system shall interface with CampusConnect s central server,Portability,Adaptability,interface campusconnect central server,High,extended_csv
1092,The system shall interface with the faculty central server,Portability,Adaptability,interface faculty central server,High,extended_csv
1093,The system shall interface with the student master server,Portability,Adaptability,interface student master server,High,extended_csv
1094,We must be able to interface with any HTML browser,Portability,Adaptability,interface html browser,Medium,extended_csv
1095,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space,Portability,Adaptability,minimum workstations meet hardware requirements,Medium,extended_csv
1096,98% of the user workstations shall meet the minimum software requirements prior to implementation,Portability,Adaptability,workstations meet minimum requirements prior,High,extended_csv
1097,The RFS system should be able to easily interface with the BDW environment in order to load the data. 7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process every year. The data will be as of October month-end. Test files (7) shall be loaded up to 5 times throughout the year from the BDW,Portability,Adaptability,bdw data rfs files loaded,Medium,extended_csv
1098,"Because this application will be on a phone, portability is also important. We don’t want it to take up so much space or be too slow causing the user’s to not be able to fit it on the device",Portability,Adaptability,phone portability important don want,Medium,extended_csv
1099,The app runs on a smart phone with operating system Android version 2.3,Portability,Adaptability,app runs smart phone operating,Medium,extended_csv
1100,Icons are according to the Android Icon Guidelines,Portability,Adaptability,icons according android icon guidelines,Medium,extended_csv
1101,Application testability DESC: Test environments should be built for the application to allow testing of the applications different functions,Portability,Adaptability,testability desc test environments built,Medium,extended_csv
1102,Application portability DESC: The application should be portable with iOS and Android,Portability,Adaptability,portability desc portable ios android,Medium,extended_csv
1103,"There are no safety requirements with this application, other than any normal hazards of a mobile device. The only hazard is a user using the device when they should not be, such as while driving",Portability,Adaptability,device safety requirements normal hazards,Medium,extended_csv
1104,"With regards to the intended number of users in the Amsterdam pilot, and the projected load scenarios, the intention is for the system to be able to serve 20.000 queries / day (in large part during the 4 peak traffic hours)",Portability,Adaptability,regards intended number amsterdam pilot,Medium,extended_csv
1105,"Application will be extendable. This means that a skilled Java Android programmer should be able to easily add a new sub-application to insApption, and add a launcher to it in the main-application",Portability,Adaptability,add extendable means skilled java,Medium,extended_csv
1106,Users will be able to access this application on or off campus anytime on their mobile device without the need of an internet connection,Portability,Adaptability,access campus anytime mobile device,Medium,extended_csv
1107,System shall run on Windows Linux and macOS,Portability,Adaptability,run windows linux macos,High,template
1108,Application shall work on Chrome Firefox and Edge browsers,Portability,Adaptability,work chrome firefox edge browsers,High,template
1109,System shall be deployable on cloud platforms,Portability,Adaptability,deployable cloud platforms,High,template
1110,Application shall run on mobile and desktop devices,Portability,Adaptability,run mobile desktop devices,Medium,template
1111,Application shall coexist with antivirus software,Portability,Coexistence,coexist antivirus,Medium,template
